instance_id,class_id,size,distribution,capacity_level,instance_seed,algorithm_seed,method,status,feasible,objective_value,runtime_seconds,time_to_best_seconds,open_sites,starts_attempted,starts_completed,successful_starts,failed_starts,starts_without_improvement,max_starts_without_improvement,repair_attempts,repair_successes,one_swap_moves,two_swap_moves,cache_hits,cache_misses,vnd_iterations,stagnation_stops,deadline_stops,stop_reason,objective_upper_bound,upper_bound_reached,optimality_certified_by_upper_bound,error
medium_uniform_tight_003,medium_uniform_tight,medium,uniform,tight,202607203,42,grasp_vnd,success,True,6.25625747124788,0.0385577999986708,0.0203873999998904,s15;s16;s2;s23;s25,21,21,21,0,20,20,0,0,27,8,624,252,56,1,0,stagnation,7.035755460730189,False,False,
medium_uniform_tight_003,medium_uniform_tight,medium,uniform,tight,202607203,123,grasp_vnd,success,True,6.25625747124788,0.0401378000096883,0.0202918000140925,s15;s16;s2;s23;s25,21,21,21,0,20,20,0,0,31,7,832,253,59,1,0,stagnation,7.035755460730189,False,False,
medium_uniform_tight_003,medium_uniform_tight,medium,uniform,tight,202607203,2026,grasp_vnd,success,True,6.25625747124788,0.0399615999922389,0.0202049999934388,s15;s16;s2;s23;s25,21,21,21,0,20,20,0,0,31,5,775,253,57,1,0,stagnation,7.035755460730189,False,False,
medium_uniform_tight_003,medium_uniform_tight,medium,uniform,tight,202607203,31415,grasp_vnd,success,True,6.25625747124788,0.0407588999951258,0.0208564000058686,s15;s16;s2;s23;s25,21,21,21,0,20,20,0,0,29,6,996,252,56,1,0,stagnation,7.035755460730189,False,False,
medium_uniform_tight_003,medium_uniform_tight,medium,uniform,tight,202607203,98765,grasp_vnd,success,True,6.25625747124788,0.0391003999975509,0.0205318999942392,s15;s16;s2;s23;s25,21,21,21,0,20,20,0,0,27,3,549,248,51,1,0,stagnation,7.035755460730189,False,False,
medium_uniform_tight_004,medium_uniform_tight,medium,uniform,tight,202607204,42,grasp_vnd,success,True,9.15730603399085,0.0191574999917065,0.0191561999963596,s1;s14;s2;s23;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.15730603399085,True,True,
medium_uniform_tight_004,medium_uniform_tight,medium,uniform,tight,202607204,123,grasp_vnd,success,True,9.15730603399085,0.0198766000103205,0.0198755000019446,s1;s14;s2;s23;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.15730603399085,True,True,
medium_uniform_tight_004,medium_uniform_tight,medium,uniform,tight,202607204,2026,grasp_vnd,success,True,9.15730603399085,0.0201897000079043,0.0201884999987669,s1;s14;s2;s23;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.15730603399085,True,True,
medium_uniform_tight_004,medium_uniform_tight,medium,uniform,tight,202607204,31415,grasp_vnd,success,True,9.15730603399085,0.02011909999419,0.0201174999965587,s1;s14;s2;s23;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.15730603399085,True,True,
medium_uniform_tight_004,medium_uniform_tight,medium,uniform,tight,202607204,98765,grasp_vnd,success,True,9.15730603399085,0.0219064000120852,0.0219051000021863,s1;s14;s2;s23;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.15730603399085,True,True,
medium_uniform_tight_005,medium_uniform_tight,medium,uniform,tight,202607205,42,grasp_vnd,success,True,6.677530414521945,0.0352691000007325,0.0198142000008374,s12;s19;s2;s22;s5,21,21,21,0,20,20,0,0,5,7,416,189,33,1,0,stagnation,8.218706276633922,False,False,
medium_uniform_tight_005,medium_uniform_tight,medium,uniform,tight,202607205,123,grasp_vnd,success,True,6.677530414521945,0.2133963000087533,0.0198605000041425,s12;s19;s2;s22;s5,21,21,21,0,20,20,1,1,3,8,412,254,32,1,0,stagnation,8.218706276633922,False,False,
medium_uniform_tight_005,medium_uniform_tight,medium,uniform,tight,202607205,2026,grasp_vnd,success,True,6.677530414521945,0.0355535999988205,0.0194927000120515,s12;s19;s2;s22;s5,21,21,21,0,20,20,0,0,8,9,530,192,38,1,0,stagnation,8.218706276633922,False,False,
medium_uniform_tight_005,medium_uniform_tight,medium,uniform,tight,202607205,31415,grasp_vnd,success,True,6.677530414521945,0.2133639999956358,0.0197073000017553,s12;s19;s2;s22;s5,21,21,21,0,20,20,1,1,1,9,450,142,31,1,0,stagnation,8.218706276633922,False,False,
medium_uniform_tight_005,medium_uniform_tight,medium,uniform,tight,202607205,98765,grasp_vnd,success,True,6.677530414521945,0.2215504999912809,0.0201403999963076,s12;s19;s2;s22;s5,21,21,21,0,20,20,1,1,5,7,313,255,33,1,0,stagnation,8.218706276633922,False,False,
medium_uniform_medium_001,medium_uniform_medium,medium,uniform,medium,202617201,42,grasp_vnd,success,True,8.686722906985716,0.0210703000047942,0.0210690000094473,s10;s18;s20;s22;s24,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.686722906985716,True,True,
medium_uniform_medium_001,medium_uniform_medium,medium,uniform,medium,202617201,123,grasp_vnd,success,True,8.686722906985716,0.021063200008939,0.0210620000143535,s10;s18;s20;s22;s24,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.686722906985716,True,True,
medium_uniform_medium_001,medium_uniform_medium,medium,uniform,medium,202617201,2026,grasp_vnd,success,True,8.686722906985716,0.019828900010907,0.0198275000002468,s10;s18;s20;s22;s24,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.686722906985716,True,True,
medium_uniform_medium_001,medium_uniform_medium,medium,uniform,medium,202617201,31415,grasp_vnd,success,True,8.686722906985716,0.0201412999886088,0.0201397999917389,s10;s18;s20;s22;s24,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.686722906985716,True,True,
medium_uniform_medium_001,medium_uniform_medium,medium,uniform,medium,202617201,98765,grasp_vnd,success,True,8.686722906985716,0.020695599989267,0.0206941999931586,s10;s18;s20;s22;s24,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.686722906985716,True,True,
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,42,grasp_vnd,success,True,7.7566277412589315,0.0205900000000838,0.0205887000047368,s10;s19;s27;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.7566277412589315,True,True,
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,123,grasp_vnd,success,True,7.7566277412589315,0.0206000999896787,0.0205987999943317,s10;s19;s27;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.7566277412589315,True,True,
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,2026,grasp_vnd,success,True,7.7566277412589315,0.0206063999939942,0.0206050999986473,s10;s19;s27;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.7566277412589315,True,True,
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,31415,grasp_vnd,success,True,7.7566277412589315,0.0199208999983966,0.0199198000045726,s10;s19;s27;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.7566277412589315,True,True,
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,98765,grasp_vnd,success,True,7.7566277412589315,0.0199769000028027,0.0199755000066943,s10;s19;s27;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.7566277412589315,True,True,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,42,grasp_vnd,success,True,11.15174753772428,0.019433299996308,0.0194320000009611,s1;s18;s20;s25;s7,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,11.15174753772428,True,True,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,123,grasp_vnd,success,True,11.15174753772428,0.0199521000031381,0.0199508999940007,s1;s18;s20;s25;s7,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,11.15174753772428,True,True,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,2026,grasp_vnd,success,True,11.15174753772428,0.0199989000102505,0.0199973000126192,s1;s18;s20;s25;s7,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,11.15174753772428,True,True,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,31415,grasp_vnd,success,True,11.15174753772428,0.0205410000053234,0.0205397000099765,s1;s18;s20;s25;s7,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,11.15174753772428,True,True,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,98765,grasp_vnd,success,True,11.15174753772428,0.0201073999924119,0.020106099997065,s1;s18;s20;s25;s7,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,11.15174753772428,True,True,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,42,grasp_vnd,success,True,9.0624713010816,0.0220295000035548,0.0220281000074464,s16;s17;s18;s28;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.0624713010816,True,True,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,123,grasp_vnd,success,True,9.0624713010816,0.0202988000091863,0.0202973000123165,s16;s17;s18;s28;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.0624713010816,True,True,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,2026,grasp_vnd,success,True,9.0624713010816,0.0198518999968655,0.0198505000007571,s16;s17;s18;s28;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.0624713010816,True,True,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,31415,grasp_vnd,success,True,9.0624713010816,0.0207472000038251,0.0207459999946877,s16;s17;s18;s28;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.0624713010816,True,True,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,98765,grasp_vnd,success,True,9.0624713010816,0.0212749000056646,0.0212734000087948,s16;s17;s18;s28;s30,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,9.0624713010816,True,True,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,42,grasp_vnd,success,True,7.084643900476448,0.0197935000032885,0.0197919000056572,s10;s13;s17;s2;s20,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.084643900476448,True,True,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,123,grasp_vnd,success,True,7.084643900476448,0.0209401000029174,0.020938700006809,s10;s13;s17;s2;s20,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.084643900476448,True,True,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,2026,grasp_vnd,success,True,7.084643900476448,0.0204551000060746,0.0204538000107277,s10;s13;s17;s2;s20,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.084643900476448,True,True,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,31415,grasp_vnd,success,True,7.084643900476448,0.0199703000107547,0.0199690000008558,s10;s13;s17;s2;s20,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.084643900476448,True,True,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,98765,grasp_vnd,success,True,7.084643900476448,0.0207250999956158,0.0207238000002689,s10;s13;s17;s2;s20,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.084643900476448,True,True,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,42,grasp_vnd,success,True,5.84482541523135,0.0218791000079363,0.0218779000133508,s10;s12;s15;s19;s2,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,5.84482541523135,True,True,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,123,grasp_vnd,success,True,5.84482541523135,0.0208485000039218,0.0208470999932615,s10;s12;s15;s19;s2,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,5.84482541523135,True,True,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,2026,grasp_vnd,success,True,5.84482541523135,0.0213458999933209,0.021344599997974,s10;s12;s15;s19;s2,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,5.84482541523135,True,True,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,31415,grasp_vnd,success,True,5.84482541523135,0.0216035000048577,0.0216021000087494,s10;s12;s15;s19;s2,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,5.84482541523135,True,True,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,98765,grasp_vnd,success,True,5.84482541523135,0.0216508000012254,0.021649599992088,s10;s12;s15;s19;s2,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,5.84482541523135,True,True,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,42,grasp_vnd,success,True,8.2830316915206,0.0212573999888263,0.0212559999927179,s10;s21;s23;s26;s3,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.2830316915206,True,True,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,123,grasp_vnd,success,True,8.2830316915206,0.0218469000101322,0.0218454999994719,s10;s21;s23;s26;s3,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.2830316915206,True,True,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,2026,grasp_vnd,success,True,8.2830316915206,0.0213944999995874,0.0213932000042404,s10;s21;s23;s26;s3,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.2830316915206,True,True,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,31415,grasp_vnd,success,True,8.2830316915206,0.0217993000114802,0.0217978000000584,s10;s21;s23;s26;s3,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.2830316915206,True,True,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,98765,grasp_vnd,success,True,8.2830316915206,0.0210803000081796,0.0210788000113097,s10;s21;s23;s26;s3,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.2830316915206,True,True,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,42,grasp_vnd,success,True,10.77783645903045,0.0204977999965194,0.0204965000011725,s12;s16;s20;s27;s5,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,10.77783645903045,True,True,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,123,grasp_vnd,success,True,10.77783645903045,0.0201272999984212,0.0201259000023128,s12;s16;s20;s27;s5,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,10.77783645903045,True,True,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,2026,grasp_vnd,success,True,10.77783645903045,0.0198227999935625,0.0198214999982155,s12;s16;s20;s27;s5,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,10.77783645903045,True,True,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,31415,grasp_vnd,success,True,10.77783645903045,0.0201876000064658,0.0201862999965669,s12;s16;s20;s27;s5,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,10.77783645903045,True,True,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,98765,grasp_vnd,success,True,10.77783645903045,0.020572000008542,0.0205707999994047,s12;s16;s20;s27;s5,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,10.77783645903045,True,True,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,42,grasp_vnd,success,True,7.42555985062523,0.0197488999983761,0.0197477000037906,s15;s29;s4;s7;s8,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.42555985062523,True,True,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,123,grasp_vnd,success,True,7.42555985062523,0.0198675999999977,0.0198663000046508,s15;s29;s4;s7;s8,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.42555985062523,True,True,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,2026,grasp_vnd,success,True,7.42555985062523,0.0193897999997716,0.0193885000044247,s15;s29;s4;s7;s8,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.42555985062523,True,True,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,31415,grasp_vnd,success,True,7.42555985062523,0.020720300002722,0.0207188000058522,s15;s29;s4;s7;s8,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.42555985062523,True,True,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,98765,grasp_vnd,success,True,7.42555985062523,0.0230360999994445,0.0230347000033361,s15;s29;s4;s7;s8,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,7.42555985062523,True,True,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,42,grasp_vnd,success,True,8.179746307648742,0.0211619000037899,0.0211606999946525,s10;s14;s16;s26;s27,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.179746307648742,True,True,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,123,grasp_vnd,success,True,8.179746307648742,0.0215080999914789,0.021506799996132,s10;s14;s16;s26;s27,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.179746307648742,True,True,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,2026,grasp_vnd,success,True,8.179746307648742,0.0226869000034639,0.0226855999935651,s10;s14;s16;s26;s27,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.179746307648742,True,True,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,31415,grasp_vnd,success,True,8.179746307648742,0.0237787999940337,0.0237774999986868,s10;s14;s16;s26;s27,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.179746307648742,True,True,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,98765,grasp_vnd,success,True,8.179746307648742,0.0224070000112988,0.0224058000021614,s10;s14;s16;s26;s27,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,8.179746307648742,True,True,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,42,grasp_vnd,success,True,28.907324862933784,0.0228174000076251,0.0228159000107552,s18;s20;s27;s8;s9,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,28.907324862933784,True,True,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,123,grasp_vnd,success,True,28.907324862933784,0.0222200999996857,0.0222185000020544,s18;s20;s27;s8;s9,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,28.907324862933784,True,True,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,2026,grasp_vnd,success,True,28.907324862933784,0.0229221999907167,0.0229205999930854,s18;s20;s27;s8;s9,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,28.907324862933784,True,True,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,31415,grasp_vnd,success,True,28.907324862933784,0.0219570000044768,0.0219556000083684,s18;s20;s27;s8;s9,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,28.907324862933784,True,True,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,98765,grasp_vnd,success,True,28.907324862933784,0.0204137000109767,0.0204123000003164,s18;s20;s27;s8;s9,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,28.907324862933784,True,True,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,42,grasp_vnd,success,True,25.20042250003229,0.032473100000061,0.0207197000127052,s12;s14;s18;s27;s3,21,21,21,0,20,20,0,0,6,0,42,7,27,1,0,stagnation,25.453524770218987,False,False,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,123,grasp_vnd,success,True,25.20042250003229,0.0310911999986274,0.019890800002031,s12;s14;s18;s27;s3,21,21,21,0,20,20,0,0,6,0,41,7,27,1,0,stagnation,25.453524770218987,False,False,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,2026,grasp_vnd,success,True,25.20042250003229,0.0313888999953633,0.0198744000081205,s12;s14;s18;s27;s3,21,21,21,0,20,20,0,0,7,0,46,8,28,1,0,stagnation,25.453524770218987,False,False,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,31415,grasp_vnd,success,True,25.20042250003229,0.0316255999932764,0.0202481000014813,s12;s14;s18;s27;s3,21,21,21,0,20,20,0,0,5,0,40,8,26,1,0,stagnation,25.453524770218987,False,False,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,98765,grasp_vnd,success,True,25.20042250003229,0.0322657000069739,0.020428300005733,s12;s14;s18;s27;s3,21,21,21,0,20,20,0,0,6,0,42,9,27,1,0,stagnation,25.453524770218987,False,False,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,42,grasp_vnd,success,True,20.96203576344169,0.0198975999956019,0.0198959999979706,s1;s11;s15;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,20.96203576344169,True,True,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,123,grasp_vnd,success,True,20.96203576344169,0.0201862999965669,0.0201851000019814,s1;s11;s15;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,20.96203576344169,True,True,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,2026,grasp_vnd,success,True,20.96203576344169,0.0196540000033564,0.019652799994219,s1;s11;s15;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,20.96203576344169,True,True,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,31415,grasp_vnd,success,True,20.96203576344169,0.0210029000008944,0.0210016000055475,s1;s11;s15;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,20.96203576344169,True,True,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,98765,grasp_vnd,success,True,20.96203576344169,0.0211615000007441,0.0211603000061586,s1;s11;s15;s28;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,20.96203576344169,True,True,
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,42,grasp_vnd,success,True,20.79200969105441,2.300635300009162,0.7756039000087185,s13;s14;s19;s2;s29,22,22,18,4,20,20,4,2,17,2,297,69,37,1,0,stagnation,29.830528170510277,False,False,
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,123,grasp_vnd,success,True,20.79200969105441,2.389246500009904,2.380750500000431,s13;s14;s19;s2;s29,22,22,15,7,20,20,3,1,11,1,222,49,27,1,0,stagnation,29.830528170510277,False,False,
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,2026,grasp_vnd,success,True,20.79200969105441,2.356660000004922,1.609212600000319,s13;s14;s19;s2;s29,23,23,16,7,20,20,3,1,12,3,274,74,31,1,0,stagnation,29.830528170510277,False,False,
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,31415,grasp_vnd,success,True,20.79200969105441,2.291780200001085,0.7778400999959558,s13;s14;s19;s2;s29,22,22,19,3,20,20,3,1,17,1,279,72,37,1,0,stagnation,29.830528170510277,False,False,
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,98765,grasp_vnd,success,True,20.79200969105441,1.5253192999953171,1.513761700000032,s13;s14;s19;s2;s29,22,22,18,4,20,20,1,0,15,2,293,56,35,1,0,stagnation,29.830528170510277,False,False,
medium_clustered_tight_005,medium_clustered_tight,medium,clustered,tight,202637205,42,grasp_vnd,success,True,25.00677478748155,0.0216326999943703,0.0216317000013077,s13;s21;s24;s3;s4,1,1,1,0,0,20,0,0,0,0,0,0,1,0,0,upper_bound,25.00677478748155,True,True,
