instance_id,class_id,size,distribution,capacity_level,seed,method,status,feasible,objective_value,runtime_seconds,open_sites,iterations,initial_objective,error
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,greedy,success,True,7.7566277412589315,0.006911199991009198,s10;s19;s27;s28;s4,,,
medium_uniform_medium_002,medium_uniform_medium,medium,uniform,medium,202617202,local_search,success,True,7.7566277412589315,0.014394199999514967,s10;s19;s27;s28;s4,0,7.7566277412589315,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,greedy,success,True,11.151747537724281,0.007444900009431876,s1;s18;s20;s25;s7,,,
medium_uniform_medium_003,medium_uniform_medium,medium,uniform,medium,202617203,local_search,success,True,11.151747537724281,0.014460599995800294,s1;s18;s20;s25;s7,0,11.151747537724281,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,greedy,success,True,9.0624713010816,0.00682049999886658,s16;s17;s18;s28;s30,,,
medium_uniform_medium_004,medium_uniform_medium,medium,uniform,medium,202617204,local_search,success,True,9.0624713010816,0.013871800008928403,s16;s17;s18;s28;s30,0,9.0624713010816,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,greedy,success,True,7.084643900476448,0.007062699995003641,s10;s13;s17;s2;s20,,,
medium_uniform_medium_005,medium_uniform_medium,medium,uniform,medium,202617205,local_search,success,True,7.084643900476448,0.014374899998074397,s10;s13;s17;s2;s20,0,7.084643900476448,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,greedy,success,True,5.84482541523135,0.007092700005159713,s10;s12;s15;s19;s2,,,
medium_uniform_loose_001,medium_uniform_loose,medium,uniform,loose,202627201,local_search,success,True,5.84482541523135,0.01408330000413116,s10;s12;s15;s19;s2,0,5.84482541523135,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,greedy,success,True,8.2830316915206,0.007198699997388758,s10;s21;s23;s26;s3,,,
medium_uniform_loose_002,medium_uniform_loose,medium,uniform,loose,202627202,local_search,success,True,8.2830316915206,0.013505299997632392,s10;s21;s23;s26;s3,0,8.2830316915206,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,greedy,success,True,10.77783645903045,0.00682059999962803,s12;s16;s20;s27;s5,,,
medium_uniform_loose_003,medium_uniform_loose,medium,uniform,loose,202627203,local_search,success,True,10.77783645903045,0.014210800000000745,s12;s16;s20;s27;s5,0,10.77783645903045,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,greedy,success,True,7.42555985062523,0.007150100005674176,s15;s29;s4;s7;s8,,,
medium_uniform_loose_004,medium_uniform_loose,medium,uniform,loose,202627204,local_search,success,True,7.42555985062523,0.01433520000136923,s15;s29;s4;s7;s8,0,7.42555985062523,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,greedy,success,True,8.179746307648742,0.006816900000558235,s10;s14;s16;s26;s27,,,
medium_uniform_loose_005,medium_uniform_loose,medium,uniform,loose,202627205,local_search,success,True,8.179746307648742,0.014447800000198185,s10;s14;s16;s26;s27,0,8.179746307648742,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,greedy,success,True,28.907324862933784,0.0070694000023650005,s18;s20;s27;s8;s9,,,
medium_clustered_tight_001,medium_clustered_tight,medium,clustered,tight,202637201,local_search,success,True,28.907324862933784,0.014498799995635636,s18;s20;s27;s8;s9,0,28.907324862933784,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,greedy,success,True,25.20042250003229,0.007255699994857423,s12;s14;s18;s27;s3,,,
medium_clustered_tight_002,medium_clustered_tight,medium,clustered,tight,202637202,local_search,success,True,25.20042250003229,0.014469699992332608,s12;s14;s18;s27;s3,0,25.20042250003229,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,greedy,success,True,20.962035763441694,0.006966299988562241,s1;s11;s15;s28;s4,,,
medium_clustered_tight_003,medium_clustered_tight,medium,clustered,tight,202637203,local_search,success,True,20.962035763441694,0.014214900002116337,s1;s11;s15;s28;s4,0,20.962035763441694,
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,greedy,error,False,,0.00628800000413321,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
medium_clustered_tight_004,medium_clustered_tight,medium,clustered,tight,202637204,local_search,error,False,,0.7115567000000738,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
medium_clustered_tight_005,medium_clustered_tight,medium,clustered,tight,202637205,greedy,success,True,25.00677478748155,0.007684199998038821,s13;s21;s24;s3;s4,,,
medium_clustered_tight_005,medium_clustered_tight,medium,clustered,tight,202637205,local_search,success,True,25.00677478748155,0.014025800002855249,s13;s21;s24;s3;s4,0,25.00677478748155,
medium_clustered_medium_001,medium_clustered_medium,medium,clustered,medium,202647201,greedy,success,True,20.071244625135602,0.006720000004861504,s16;s17;s18;s19;s27,,,
medium_clustered_medium_001,medium_clustered_medium,medium,clustered,medium,202647201,local_search,success,True,20.071244625135602,0.014765999992960133,s16;s17;s18;s19;s27,0,20.071244625135602,
medium_clustered_medium_002,medium_clustered_medium,medium,clustered,medium,202647202,greedy,success,True,40.926072523385194,0.006895900005474687,s12;s22;s26;s27;s6,,,
medium_clustered_medium_002,medium_clustered_medium,medium,clustered,medium,202647202,local_search,success,True,40.926072523385194,0.013905700005125254,s12;s22;s26;s27;s6,0,40.926072523385194,
medium_clustered_medium_003,medium_clustered_medium,medium,clustered,medium,202647203,greedy,success,True,37.388713379755075,0.006937600002856925,s1;s13;s17;s22;s5,,,
medium_clustered_medium_003,medium_clustered_medium,medium,clustered,medium,202647203,local_search,success,True,37.388713379755075,0.013564399996539578,s1;s13;s17;s22;s5,0,37.388713379755075,
medium_clustered_medium_004,medium_clustered_medium,medium,clustered,medium,202647204,greedy,success,True,30.386374242347227,0.007174200000008568,s1;s12;s13;s5;s9,,,
medium_clustered_medium_004,medium_clustered_medium,medium,clustered,medium,202647204,local_search,success,True,30.386374242347227,0.014091200006077997,s1;s12;s13;s5;s9,0,30.386374242347227,
medium_clustered_medium_005,medium_clustered_medium,medium,clustered,medium,202647205,greedy,success,True,16.874071522217115,0.007068599996273406,s16;s19;s21;s28;s29,,,
medium_clustered_medium_005,medium_clustered_medium,medium,clustered,medium,202647205,local_search,success,True,16.874071522217115,0.014317799999844283,s16;s19;s21;s28;s29,0,16.874071522217115,
medium_clustered_loose_001,medium_clustered_loose,medium,clustered,loose,202657201,greedy,success,True,29.0897951268364,0.00704799999948591,s16;s18;s25;s4;s6,,,
medium_clustered_loose_001,medium_clustered_loose,medium,clustered,loose,202657201,local_search,success,True,29.0897951268364,0.014138800004730001,s16;s18;s25;s4;s6,0,29.0897951268364,
medium_clustered_loose_002,medium_clustered_loose,medium,clustered,loose,202657202,greedy,success,True,41.04987417905121,0.007424299998092465,s14;s15;s19;s29;s3,,,
medium_clustered_loose_002,medium_clustered_loose,medium,clustered,loose,202657202,local_search,success,True,41.04987417905121,0.014260600000852719,s14;s15;s19;s29;s3,0,41.04987417905121,
medium_clustered_loose_003,medium_clustered_loose,medium,clustered,loose,202657203,greedy,success,True,24.50706329382464,0.007147900003474206,s14;s15;s17;s21;s24,,,
medium_clustered_loose_003,medium_clustered_loose,medium,clustered,loose,202657203,local_search,success,True,24.50706329382464,0.014348900003824383,s14;s15;s17;s21;s24,0,24.50706329382464,
medium_clustered_loose_004,medium_clustered_loose,medium,clustered,loose,202657204,greedy,success,True,33.785215885450945,0.007181499997386709,s2;s20;s3;s30;s5,,,
medium_clustered_loose_004,medium_clustered_loose,medium,clustered,loose,202657204,local_search,success,True,33.785215885450945,0.014729699993040413,s2;s20;s3;s30;s5,0,33.785215885450945,
medium_clustered_loose_005,medium_clustered_loose,medium,clustered,loose,202657205,greedy,success,True,21.049423885027952,0.007277299999259412,s21;s26;s30;s5;s9,,,
medium_clustered_loose_005,medium_clustered_loose,medium,clustered,loose,202657205,local_search,success,True,21.049423885027952,0.014542599994456396,s21;s26;s30;s5;s9,0,21.049423885027952,
large_uniform_tight_001,large_uniform_tight,large,uniform,tight,202667201,greedy,success,True,5.124447172750847,0.09968640000442974,s14;s25;s27;s35;s37;s39;s41;s43;s47;s57,,,
large_uniform_tight_001,large_uniform_tight,large,uniform,tight,202667201,local_search,success,True,5.124447172750847,0.19452210000599734,s14;s25;s27;s35;s37;s39;s41;s43;s47;s57,0,5.124447172750847,
large_uniform_tight_002,large_uniform_tight,large,uniform,tight,202667202,greedy,success,True,4.808393821863418,0.09598610000102781,s20;s36;s4;s40;s41;s53;s54;s69;s73;s8,,,
large_uniform_tight_002,large_uniform_tight,large,uniform,tight,202667202,local_search,success,True,4.808393821863418,0.195906200009631,s20;s36;s4;s40;s41;s53;s54;s69;s73;s8,0,4.808393821863418,
large_uniform_tight_003,large_uniform_tight,large,uniform,tight,202667203,greedy,success,True,5.057174847086422,0.09855080000124872,s13;s32;s35;s40;s49;s55;s64;s65;s70;s73,,,
large_uniform_tight_003,large_uniform_tight,large,uniform,tight,202667203,local_search,success,True,5.057174847086422,0.2033025999990059,s13;s32;s35;s40;s49;s55;s64;s65;s70;s73,0,5.057174847086422,
large_uniform_tight_004,large_uniform_tight,large,uniform,tight,202667204,greedy,success,True,4.522748729573378,0.09916969999903813,s16;s21;s28;s3;s36;s37;s4;s42;s73;s8,,,
large_uniform_tight_004,large_uniform_tight,large,uniform,tight,202667204,local_search,success,True,4.522748729573378,0.19544440000026952,s16;s21;s28;s3;s36;s37;s4;s42;s73;s8,0,4.522748729573378,
large_uniform_tight_005,large_uniform_tight,large,uniform,tight,202667205,greedy,success,True,4.5571892922829536,0.09951580000051763,s12;s25;s27;s33;s37;s4;s52;s63;s74;s8,,,
large_uniform_tight_005,large_uniform_tight,large,uniform,tight,202667205,local_search,success,True,4.5571892922829536,0.2238526000001002,s12;s25;s27;s33;s37;s4;s52;s63;s74;s8,0,4.5571892922829536,
large_uniform_medium_001,large_uniform_medium,large,uniform,medium,202677201,greedy,success,True,4.107746580216419,0.09918299999844749,s11;s28;s29;s32;s39;s40;s50;s54;s63;s67,,,
large_uniform_medium_001,large_uniform_medium,large,uniform,medium,202677201,local_search,success,True,4.107746580216419,0.20117020000179764,s11;s28;s29;s32;s39;s40;s50;s54;s63;s67,0,4.107746580216419,
large_uniform_medium_002,large_uniform_medium,large,uniform,medium,202677202,greedy,success,True,5.52268862111695,0.09886199999891687,s16;s17;s18;s2;s24;s28;s36;s48;s5;s67,,,
large_uniform_medium_002,large_uniform_medium,large,uniform,medium,202677202,local_search,success,True,5.52268862111695,0.1962136000074679,s16;s17;s18;s2;s24;s28;s36;s48;s5;s67,0,5.52268862111695,
large_uniform_medium_003,large_uniform_medium,large,uniform,medium,202677203,greedy,success,True,4.671188590909931,0.09951210000144783,s21;s3;s35;s36;s49;s57;s59;s65;s8;s9,,,
large_uniform_medium_003,large_uniform_medium,large,uniform,medium,202677203,local_search,success,True,4.671188590909931,0.20081950000894722,s21;s3;s35;s36;s49;s57;s59;s65;s8;s9,0,4.671188590909931,
large_uniform_medium_004,large_uniform_medium,large,uniform,medium,202677204,greedy,success,True,4.911713540652531,0.09810319999814965,s10;s19;s34;s39;s43;s44;s52;s54;s69;s74,,,
large_uniform_medium_004,large_uniform_medium,large,uniform,medium,202677204,local_search,success,True,4.911713540652531,0.2004968999972334,s10;s19;s34;s39;s43;s44;s52;s54;s69;s74,0,4.911713540652531,
large_uniform_medium_005,large_uniform_medium,large,uniform,medium,202677205,greedy,success,True,4.744378976692025,0.0954687999910675,s1;s14;s15;s18;s20;s29;s42;s50;s75;s8,,,
large_uniform_medium_005,large_uniform_medium,large,uniform,medium,202677205,local_search,success,True,4.744378976692025,0.193023899992113,s1;s14;s15;s18;s20;s29;s42;s50;s75;s8,0,4.744378976692025,
large_uniform_loose_001,large_uniform_loose,large,uniform,loose,202687201,greedy,success,True,4.090032151290011,0.10309799999231473,s10;s13;s14;s2;s41;s45;s46;s68;s73;s9,,,
large_uniform_loose_001,large_uniform_loose,large,uniform,loose,202687201,local_search,success,True,4.090032151290011,0.19714160000148695,s10;s13;s14;s2;s41;s45;s46;s68;s73;s9,0,4.090032151290011,
large_uniform_loose_002,large_uniform_loose,large,uniform,loose,202687202,greedy,success,True,5.350284029116609,0.09837669999978971,s12;s13;s36;s48;s51;s53;s55;s6;s60;s73,,,
large_uniform_loose_002,large_uniform_loose,large,uniform,loose,202687202,local_search,success,True,5.350284029116609,0.200665599986678,s12;s13;s36;s48;s51;s53;s55;s6;s60;s73,0,5.350284029116609,
large_uniform_loose_003,large_uniform_loose,large,uniform,loose,202687203,greedy,success,True,4.614403243806062,0.09905510001408402,s11;s17;s18;s3;s35;s37;s40;s42;s58;s8,,,
large_uniform_loose_003,large_uniform_loose,large,uniform,loose,202687203,local_search,success,True,4.614403243806062,0.19744340000033844,s11;s17;s18;s3;s35;s37;s40;s42;s58;s8,0,4.614403243806062,
large_uniform_loose_004,large_uniform_loose,large,uniform,loose,202687204,greedy,success,True,4.180948532956265,0.09737840000889264,s1;s19;s27;s30;s31;s35;s47;s68;s7;s73,,,
large_uniform_loose_004,large_uniform_loose,large,uniform,loose,202687204,local_search,success,True,4.180948532956265,0.19740699999965727,s1;s19;s27;s30;s31;s35;s47;s68;s7;s73,0,4.180948532956265,
large_uniform_loose_005,large_uniform_loose,large,uniform,loose,202687205,greedy,success,True,4.784797157765416,0.09857860000920482,s20;s30;s32;s35;s41;s6;s61;s67;s69;s74,,,
large_uniform_loose_005,large_uniform_loose,large,uniform,loose,202687205,local_search,success,True,4.784797157765416,0.21183399998699315,s20;s30;s32;s35;s41;s6;s61;s67;s69;s74,0,4.784797157765416,
large_clustered_tight_001,large_clustered_tight,large,clustered,tight,202697201,greedy,error,False,,0.08647329999075737,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
large_clustered_tight_001,large_clustered_tight,large,clustered,tight,202697201,local_search,error,False,,1.4437997999921208,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
large_clustered_tight_002,large_clustered_tight,large,clustered,tight,202697202,greedy,success,True,13.67871339732088,0.09911239999928512,s20;s28;s31;s34;s37;s4;s41;s51;s55;s60,,,
large_clustered_tight_002,large_clustered_tight,large,clustered,tight,202697202,local_search,success,True,13.67871339732088,0.19713580000097863,s20;s28;s31;s34;s37;s4;s41;s51;s55;s60,0,13.67871339732088,
large_clustered_tight_003,large_clustered_tight,large,clustered,tight,202697203,greedy,error,False,,0.08955250000872184,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
large_clustered_tight_003,large_clustered_tight,large,clustered,tight,202697203,local_search,error,False,,1.402149699992151,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
large_clustered_tight_004,large_clustered_tight,large,clustered,tight,202697204,greedy,success,True,26.3978535046586,0.09897220000857487,s18;s2;s22;s24;s29;s30;s32;s38;s46;s54,,,
large_clustered_tight_004,large_clustered_tight,large,clustered,tight,202697204,local_search,success,True,26.3978535046586,0.19588010000006761,s18;s2;s22;s24;s29;s30;s32;s38;s46;s54,0,26.3978535046586,
large_clustered_tight_005,large_clustered_tight,large,clustered,tight,202697205,greedy,error,False,,0.08489749999716878,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
large_clustered_tight_005,large_clustered_tight,large,clustered,tight,202697205,local_search,error,False,,1.2315169999928912,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
large_clustered_medium_001,large_clustered_medium,large,clustered,medium,202707201,greedy,success,True,16.041078030682854,0.09582349999982398,s13;s16;s30;s32;s33;s4;s49;s51;s54;s75,,,
large_clustered_medium_001,large_clustered_medium,large,clustered,medium,202707201,local_search,success,True,16.041078030682854,0.1976037999993423,s13;s16;s30;s32;s33;s4;s49;s51;s54;s75,0,16.041078030682854,
large_clustered_medium_002,large_clustered_medium,large,clustered,medium,202707202,greedy,success,True,28.982889053774784,0.09888000000501052,s12;s14;s2;s27;s32;s40;s55;s56;s68;s75,,,
large_clustered_medium_002,large_clustered_medium,large,clustered,medium,202707202,local_search,success,True,28.982889053774784,0.21387140000297222,s12;s14;s2;s27;s32;s40;s55;s56;s68;s75,0,28.982889053774784,
large_clustered_medium_003,large_clustered_medium,large,clustered,medium,202707203,greedy,success,True,26.582509088647072,0.09718689999135677,s24;s35;s42;s45;s47;s50;s56;s67;s75;s8,,,
large_clustered_medium_003,large_clustered_medium,large,clustered,medium,202707203,local_search,success,True,26.582509088647072,0.19490489999589045,s24;s35;s42;s45;s47;s50;s56;s67;s75;s8,0,26.582509088647072,
large_clustered_medium_004,large_clustered_medium,large,clustered,medium,202707204,greedy,success,True,25.62386730516617,0.09846089998609386,s17;s22;s24;s28;s35;s55;s56;s57;s61;s63,,,
large_clustered_medium_004,large_clustered_medium,large,clustered,medium,202707204,local_search,success,True,25.62386730516617,0.20063800000934862,s17;s22;s24;s28;s35;s55;s56;s57;s61;s63,0,25.62386730516617,
large_clustered_medium_005,large_clustered_medium,large,clustered,medium,202707205,greedy,success,True,34.03990694256856,0.09627500000351574,s32;s44;s45;s50;s53;s59;s64;s67;s68;s70,,,
large_clustered_medium_005,large_clustered_medium,large,clustered,medium,202707205,local_search,success,True,34.03990694256856,0.19342750000942033,s32;s44;s45;s50;s53;s59;s64;s67;s68;s70,0,34.03990694256856,
large_clustered_loose_001,large_clustered_loose,large,clustered,loose,202717201,greedy,success,True,26.048475057197457,0.09577200000057928,s21;s27;s28;s37;s38;s55;s58;s62;s72;s9,,,
large_clustered_loose_001,large_clustered_loose,large,clustered,loose,202717201,local_search,success,True,26.048475057197457,0.19406429999799002,s21;s27;s28;s37;s38;s55;s58;s62;s72;s9,0,26.048475057197457,
large_clustered_loose_002,large_clustered_loose,large,clustered,loose,202717202,greedy,success,True,38.80618349891179,0.09608420000586193,s10;s13;s20;s24;s36;s4;s40;s49;s52;s59,,,
large_clustered_loose_002,large_clustered_loose,large,clustered,loose,202717202,local_search,success,True,38.80618349891179,0.192925399998785,s10;s13;s20;s24;s36;s4;s40;s49;s52;s59,0,38.80618349891179,
large_clustered_loose_003,large_clustered_loose,large,clustered,loose,202717203,greedy,success,True,45.76191723531732,0.0976442999963183,s11;s26;s35;s4;s40;s43;s5;s58;s62;s73,,,
large_clustered_loose_003,large_clustered_loose,large,clustered,loose,202717203,local_search,success,True,45.76191723531732,0.19766219999291934,s11;s26;s35;s4;s40;s43;s5;s58;s62;s73,0,45.76191723531732,
large_clustered_loose_004,large_clustered_loose,large,clustered,loose,202717204,greedy,success,True,28.60549619222015,0.09543349999876227,s12;s23;s29;s32;s49;s5;s50;s58;s63;s68,,,
large_clustered_loose_004,large_clustered_loose,large,clustered,loose,202717204,local_search,success,True,28.60549619222015,0.19724229999701492,s12;s23;s29;s32;s49;s5;s50;s58;s63;s68,0,28.60549619222015,
large_clustered_loose_005,large_clustered_loose,large,clustered,loose,202717205,greedy,success,True,31.190595414494286,0.09822410000197124,s14;s16;s2;s20;s25;s4;s51;s54;s61;s70,,,
large_clustered_loose_005,large_clustered_loose,large,clustered,loose,202717205,local_search,success,True,31.190595414494286,0.1996338999888394,s14;s16;s2;s20;s25;s4;s51;s54;s61;s70,0,31.190595414494286,
xlarge_uniform_tight_001,xlarge_uniform_tight,xlarge,uniform,tight,202727201,greedy,error,False,,0.5989857999957167,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
xlarge_uniform_tight_001,xlarge_uniform_tight,xlarge,uniform,tight,202727201,local_search,error,False,,2.7111545000079786,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
xlarge_uniform_tight_002,xlarge_uniform_tight,xlarge,uniform,tight,202727202,greedy,success,True,3.3502344906912644,0.6566130000137491,s102;s110;s111;s121;s123;s130;s19;s2;s20;s23;s26;s34;s44;s57;s91,,,
xlarge_uniform_tight_002,xlarge_uniform_tight,xlarge,uniform,tight,202727202,local_search,success,True,3.3502344906912644,1.3337698000104865,s102;s110;s111;s121;s123;s130;s19;s2;s20;s23;s26;s34;s44;s57;s91,0,3.3502344906912644,
xlarge_uniform_tight_003,xlarge_uniform_tight,xlarge,uniform,tight,202727203,greedy,error,False,,0.5944358999986434,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
xlarge_uniform_tight_003,xlarge_uniform_tight,xlarge,uniform,tight,202727203,local_search,error,False,,2.8887763999955496,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
xlarge_uniform_tight_004,xlarge_uniform_tight,xlarge,uniform,tight,202727204,greedy,error,False,,0.613648500002455,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
xlarge_uniform_tight_004,xlarge_uniform_tight,xlarge,uniform,tight,202727204,local_search,error,False,,2.702566299994942,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
xlarge_uniform_tight_005,xlarge_uniform_tight,xlarge,uniform,tight,202727205,greedy,error,False,,0.599914100006572,,,,ValueError: La greedy non riesce a costruire un assegnamento capacitato ammissibile.
xlarge_uniform_tight_005,xlarge_uniform_tight,xlarge,uniform,tight,202727205,local_search,error,False,,2.761781699999119,,,,ValueError: Impossibile riparare l'insieme iniziale di siti selezionato dalla greedy.
xlarge_uniform_medium_001,xlarge_uniform_medium,xlarge,uniform,medium,202737201,greedy,success,True,3.4414283997812367,0.6626036999950884,s105;s11;s110;s113;s129;s138;s23;s29;s35;s55;s63;s82;s87;s88;s98,,,
xlarge_uniform_medium_001,xlarge_uniform_medium,xlarge,uniform,medium,202737201,local_search,success,True,3.4414283997812367,1.3290967000066303,s105;s11;s110;s113;s129;s138;s23;s29;s35;s55;s63;s82;s87;s88;s98,0,3.4414283997812367,
xlarge_uniform_medium_002,xlarge_uniform_medium,xlarge,uniform,medium,202737202,greedy,success,True,3.6790579950236406,0.651643300006981,s1;s102;s120;s13;s139;s140;s29;s37;s4;s46;s5;s68;s75;s79;s83,,,
xlarge_uniform_medium_002,xlarge_uniform_medium,xlarge,uniform,medium,202737202,local_search,success,True,3.6790579950236406,1.3065503999969224,s1;s102;s120;s13;s139;s140;s29;s37;s4;s46;s5;s68;s75;s79;s83,0,3.6790579950236406,
xlarge_uniform_medium_003,xlarge_uniform_medium,xlarge,uniform,medium,202737203,greedy,success,True,3.6093202546773653,0.6545188000018243,s122;s125;s135;s19;s27;s3;s31;s32;s45;s49;s59;s66;s75;s76;s80,,,
xlarge_uniform_medium_003,xlarge_uniform_medium,xlarge,uniform,medium,202737203,local_search,success,True,3.6093202546773653,1.3258714999974472,s122;s125;s135;s19;s27;s3;s31;s32;s45;s49;s59;s66;s75;s76;s80,0,3.6093202546773653,
xlarge_uniform_medium_004,xlarge_uniform_medium,xlarge,uniform,medium,202737204,greedy,success,True,3.601950133910421,0.6458085000049323,s105;s107;s116;s127;s128;s136;s143;s27;s5;s55;s58;s9;s91;s95;s99,,,
xlarge_uniform_medium_004,xlarge_uniform_medium,xlarge,uniform,medium,202737204,local_search,success,True,3.601950133910421,1.3041851000016322,s105;s107;s116;s127;s128;s136;s143;s27;s5;s55;s58;s9;s91;s95;s99,0,3.601950133910421,
xlarge_uniform_medium_005,xlarge_uniform_medium,xlarge,uniform,medium,202737205,greedy,success,True,3.6784144269668184,0.6546945000009146,s1;s10;s116;s135;s145;s17;s19;s37;s38;s47;s77;s78;s9;s94;s99,,,
xlarge_uniform_medium_005,xlarge_uniform_medium,xlarge,uniform,medium,202737205,local_search,success,True,3.6784144269668184,1.317225499995402,s1;s10;s116;s135;s145;s17;s19;s37;s38;s47;s77;s78;s9;s94;s99,0,3.6784144269668184,
xlarge_uniform_loose_001,xlarge_uniform_loose,xlarge,uniform,loose,202747201,greedy,success,True,3.6575501721111014,0.6562125000054948,s124;s129;s13;s14;s140;s141;s144;s18;s34;s45;s53;s64;s71;s74;s93,,,
xlarge_uniform_loose_001,xlarge_uniform_loose,xlarge,uniform,loose,202747201,local_search,success,True,3.6575501721111014,1.3198416999948677,s124;s129;s13;s14;s140;s141;s144;s18;s34;s45;s53;s64;s71;s74;s93,0,3.6575501721111014,
xlarge_uniform_loose_002,xlarge_uniform_loose,xlarge,uniform,loose,202747202,greedy,success,True,3.7510537614921597,0.657548900009715,s11;s114;s117;s13;s143;s150;s2;s36;s39;s67;s69;s73;s86;s88;s99,,,
xlarge_uniform_loose_002,xlarge_uniform_loose,xlarge,uniform,loose,202747202,local_search,success,True,3.7510537614921597,1.3407637999916915,s11;s114;s117;s13;s143;s150;s2;s36;s39;s67;s69;s73;s86;s88;s99,0,3.7510537614921597,
xlarge_uniform_loose_003,xlarge_uniform_loose,xlarge,uniform,loose,202747203,greedy,success,True,3.435667989953373,0.6487096000055317,s101;s102;s106;s128;s131;s132;s134;s135;s14;s45;s46;s56;s6;s66;s71,,,
xlarge_uniform_loose_003,xlarge_uniform_loose,xlarge,uniform,loose,202747203,local_search,success,True,3.435667989953373,1.307675800009747,s101;s102;s106;s128;s131;s132;s134;s135;s14;s45;s46;s56;s6;s66;s71,0,3.435667989953373,
xlarge_uniform_loose_004,xlarge_uniform_loose,xlarge,uniform,loose,202747204,greedy,success,True,3.535131766955361,0.667278000008082,s110;s126;s130;s131;s149;s23;s25;s28;s3;s45;s48;s65;s75;s78;s9,,,
xlarge_uniform_loose_004,xlarge_uniform_loose,xlarge,uniform,loose,202747204,local_search,success,True,3.535131766955361,1.3471238999918569,s110;s126;s130;s131;s149;s23;s25;s28;s3;s45;s48;s65;s75;s78;s9,0,3.535131766955361,
