instance_id,size,distribution,capacity_level,runs,feasible_runs,upper_bound_certified_runs,h2_best,h2_average,h2_worst,h2_runtime_mean_seconds,h2_runtime_sum_seconds,h2_time_to_best_mean_seconds,has_incumbent,optimality_certified,compact_incumbent,best_bound,relative_mip_gap,compact_runtime_seconds,compact_solver_seconds,termination_reason,known_optimum,best_gap_percent,average_gap_percent,worst_gap_percent,h2_vs_compact_incumbent_percent,compact_bound_gap_from_h2_percent
large_uniform_tight_002,large,uniform,tight,5,5,5,4.808393821863418,4.808393821863418,4.808393821863418,0.28362679999845564,1.4181339999922782,0.2836256799986586,True,True,4.808393821863419,4.808393821863419,0.0,2.116925900001661,1.875,optimal,True,0.0,0.0,0.0,-1.8471415874083404e-14,1.8471415874083407e-14
large_uniform_tight_003,large,uniform,tight,5,5,5,5.057174847086422,5.057174847086422,5.057174847086422,0.2873300799983553,1.4366503999917766,0.28732886000070723,True,True,5.05717484708642,5.05717484708642,0.0,1.274223799991887,1.016,optimal,True,0.0,0.0,0.0,3.512547802106663e-14,-3.5125478021066617e-14
large_uniform_tight_004,large,uniform,tight,5,5,5,4.522748729573378,4.522748729573378,4.522748729573378,0.28599274000152947,1.4299637000076473,0.28599150000081863,True,True,4.522748729573381,4.522748729573381,0.0,4.117566400003852,3.875,optimal,True,0.0,0.0,0.0,-7.855209058088927e-14,7.855209058088933e-14
large_uniform_tight_005,large,uniform,tight,5,5,0,4.5571892922829536,4.5571892922829536,4.5571892922829536,4.790524239998194,23.952621199990972,0.2850088599981973,True,True,4.55718929228295,4.55718929228295,0.0,9.384674699991592,9.157,optimal,True,0.0,0.0,0.0,7.795843997124704e-14,-7.795843997124697e-14
medium_clustered_loose_001,medium,clustered,loose,5,5,5,29.0897951268364,29.0897951268364,29.0897951268364,0.01993814000452398,0.0996907000226199,0.019936880006571258,True,True,29.08979512683639,29.08979512683639,0.0,0.4007044000027235,0.172,optimal,True,0.0,0.0,0.0,3.663876280300435e-14,-3.6638762803004333e-14
medium_clustered_loose_002,medium,clustered,loose,5,5,5,41.04987417905121,41.04987417905121,41.04987417905121,0.020123619999503663,0.1006180999975183,0.02012236000155096,True,True,41.0498741790512,41.0498741790512,0.0,0.38305269999546,0.156,optimal,True,0.0,0.0,0.0,1.7309254899560894e-14,-1.730925489956089e-14
medium_clustered_loose_003,medium,clustered,loose,5,5,5,24.50706329382464,24.50706329382464,24.50706329382464,0.019989259997964783,0.0999462999898239,0.01998802000016436,True,True,24.5070632938246,24.5070632938246,0.0,0.3791571999900043,0.156,optimal,True,0.0,0.0,0.0,1.5946362074583218e-13,-1.5946362074583193e-13
medium_clustered_loose_004,medium,clustered,loose,5,5,5,33.785215885450945,33.785215885450945,33.785215885450945,0.021032380001270178,0.1051619000063509,0.02103112000331746,True,True,33.7852158854509,33.7852158854509,0.0,0.3757054000016069,0.171,optimal,True,0.0,0.0,0.0,1.2618704077591846e-13,-1.261870407759183e-13
medium_clustered_loose_005,medium,clustered,loose,5,5,5,21.049423885027952,21.049423885027952,21.049423885027952,0.02056091999693304,0.10280459998466521,0.020559639998828018,True,True,21.049423885028,21.049423885028,0.0,0.438361900000018,0.172,optimal,True,0.0,0.0,0.0,-2.1941350070515281e-13,2.194135007051533e-13
medium_clustered_medium_001,medium,clustered,medium,5,5,5,20.0712446251356,20.0712446251356,20.0712446251356,0.020448379998560938,0.1022418999928047,0.0204471600009128,True,True,20.0712446251356,20.0712446251356,0.0,0.3930995999980951,0.187,optimal,True,0.0,0.0,0.0,0.0,0.0
medium_clustered_medium_002,medium,clustered,medium,5,5,5,40.9260725233852,40.9260725233852,40.9260725233852,0.01993931999604678,0.0996965999802339,0.019937960000242998,True,True,40.92607252338519,40.92607252338519,0.0,0.385460299992701,0.187,optimal,True,0.0,0.0,0.0,3.4723231033424745e-14,-3.472323103342473e-14
medium_clustered_medium_003,medium,clustered,medium,5,5,5,37.38871337975508,37.38871337975508,37.38871337975508,0.0199292400036938,0.099646200018469,0.019927920002373818,True,True,37.3887133797551,37.3887133797551,0.0,0.3588767999899573,0.156,optimal,True,0.0,0.0,0.0,-5.701261195135201e-14,5.701261195135204e-14
medium_clustered_medium_004,medium,clustered,medium,5,5,5,30.386374242347227,30.386374242347227,30.386374242347227,0.02037195999873796,0.1018597999936898,0.02037076000415252,True,True,30.38637424234719,30.38637424234719,0.0,0.3899769999989075,0.187,optimal,True,0.0,0.0,0.0,1.1691798601786957e-13,-1.1691798601786942e-13
medium_clustered_medium_005,medium,clustered,medium,5,5,0,20.7574249154709,20.7574249154709,20.7574249154709,0.0336099799984367,0.1680498999921835,0.02119862000399732,True,True,20.7574249154709,20.7574249154709,0.0,0.5188823999924352,0.312,optimal,True,0.0,0.0,0.0,0.0,0.0
medium_clustered_tight_001,medium,clustered,tight,5,5,5,28.907324862933784,28.907324862933784,28.907324862933784,0.0220660800026962,0.110330400013481,0.02206458000291596,True,True,28.9073248629338,28.9073248629338,0.0,0.3660400999942794,0.157,optimal,True,0.0,0.0,0.0,-6.145005972787093e-14,6.145005972787097e-14
medium_clustered_tight_002,medium,clustered,tight,5,5,0,25.20042250003229,25.20042250003229,25.20042250003229,0.0317688999988604,0.158844499994302,0.020232260006014198,True,True,25.2004225000323,25.2004225000323,0.0,0.5383788000035565,0.344,optimal,True,0.0,0.0,0.0,-4.2293501374383076e-14,4.2293501374383095e-14
medium_clustered_tight_003,medium,clustered,tight,5,5,5,20.96203576344169,20.96203576344169,20.96203576344169,0.02038045999943274,0.1019022999971637,0.02037916000117542,True,True,20.9620357634417,20.9620357634417,0.0,0.3339974999980768,0.141,optimal,True,0.0,0.0,0.0,-5.0844971150128266e-14,5.084497115012829e-14
medium_clustered_tight_004,medium,clustered,tight,5,5,0,20.79200969105441,20.79200969105441,20.79200969105441,2.172728260004078,10.86364130002039,1.4114337600010913,True,True,20.7920096910544,20.7920096910544,0.0,0.9795867999928304,0.782,optimal,True,0.0,0.0,0.0,5.126075446659245e-14,-5.126075446659242e-14
medium_clustered_tight_005,medium,clustered,tight,5,5,5,25.00677478748155,25.00677478748155,25.00677478748155,0.021348980002221598,0.106744900011108,0.02134782000503032,True,True,25.0067747874816,25.0067747874816,0.0,0.3598793999990448,0.141,optimal,True,0.0,0.0,0.0,-1.9889806632763322e-13,1.9889806632763362e-13
medium_uniform_loose_001,medium,uniform,loose,5,5,5,5.84482541523135,5.84482541523135,5.84482541523135,0.021465560002252422,0.1073278000112621,0.02146426000108474,True,True,5.84482541523135,5.84482541523135,0.0,0.3579826000059256,0.141,optimal,True,0.0,0.0,0.0,0.0,0.0
medium_uniform_loose_002,medium,uniform,loose,5,5,5,8.2830316915206,8.2830316915206,8.2830316915206,0.02147568000364114,0.1073784000182057,0.021474260001559657,True,True,8.283031691520598,8.283031691520598,0.0,0.3514750000031199,0.157,optimal,True,0.0,0.0,0.0,2.1445732740811802e-14,-2.1445732740811796e-14
medium_uniform_loose_003,medium,uniform,loose,5,5,5,10.77783645903045,10.77783645903045,10.77783645903045,0.02024150000070218,0.1012075000035109,0.02024019999953448,True,True,10.7778364590304,10.7778364590304,0.0,0.3594269000022905,0.172,optimal,True,0.0,0.0,0.0,4.61484006481961e-13,-4.614840064819589e-13
medium_uniform_loose_004,medium,uniform,loose,5,5,5,7.42555985062523,7.42555985062523,7.42555985062523,0.020552540000062382,0.1027627000003119,0.02055120000441088,True,True,7.425559850625229,7.425559850625229,0.0,0.3659551000018837,0.14,optimal,True,0.0,0.0,0.0,1.1961097042741377e-14,-1.1961097042741375e-14
medium_uniform_loose_005,medium,uniform,loose,5,5,5,8.179746307648742,8.179746307648742,8.179746307648742,0.02230854000081304,0.1115427000040652,0.022307279997039558,True,True,8.179746307648742,8.179746307648742,0.0,0.3813938000093912,0.14,optimal,True,0.0,0.0,0.0,0.0,0.0
medium_uniform_medium_001,medium,uniform,medium,5,5,5,8.686722906985716,8.686722906985716,8.686722906985716,0.0205598600005032,0.102799300002516,0.02055850000178902,True,True,8.686722906985722,8.686722906985722,0.0,0.3283740999904694,0.14,optimal,True,0.0,0.0,0.0,-6.134730640383613e-14,6.134730640383617e-14
medium_uniform_medium_002,medium,uniform,medium,5,5,5,7.7566277412589315,7.7566277412589315,7.7566277412589315,0.020338859996991202,0.10169429998495601,0.02033758000179654,True,True,7.756627741258928,7.756627741258928,0.0,0.3601583999989088,0.157,optimal,True,0.0,0.0,0.0,4.5802297045956765e-14,-4.5802297045956746e-14
medium_uniform_medium_003,medium,uniform,medium,5,5,5,11.15174753772428,11.15174753772428,11.15174753772428,0.02000654000148638,0.1000327000074319,0.0200052000029245,True,True,11.1517475377243,11.1517475377243,0.0,0.3491283000039402,0.157,optimal,True,0.0,0.0,0.0,-1.7521850425059213e-13,1.7521850425059243e-13
medium_uniform_medium_004,medium,uniform,medium,5,5,5,9.0624713010816,9.0624713010816,9.0624713010816,0.020840460003819263,0.1042023000190963,0.0208390600048005,True,True,9.0624713010816,9.0624713010816,0.0,0.3366334999882383,0.156,optimal,True,0.0,0.0,0.0,0.0,0.0
medium_uniform_medium_005,medium,uniform,medium,5,5,5,7.084643900476448,7.084643900476448,7.084643900476448,0.0203768200037302,0.101884100018651,0.020375440004863722,True,True,7.084643900476449,7.084643900476449,0.0,0.3955007000040496,0.172,optimal,True,0.0,0.0,0.0,-1.2536669904332021e-14,1.2536669904332023e-14
medium_uniform_tight_001,medium,uniform,tight,5,5,0,5.702523276294308,5.702523276294308,5.702523276294308,0.03574418000061989,0.17872090000309948,0.02058377999928776,True,True,6.58375468098065,6.58375468098065,0.0,4.689474399987375,0.953,optimal,True,13.384936823847198,13.384936823847198,13.384936823847198,-13.384936823847198,15.453359188373128
medium_uniform_tight_002,medium,uniform,tight,5,5,0,8.126604896905528,8.126604896905528,8.126604896905528,0.0367128400015644,0.183564200007822,0.02094045999983786,True,True,8.126604896905532,8.126604896905532,0.0,0.6188572000100976,0.4059999999999999,optimal,True,0.0,0.0,0.0,-4.371707156765197e-14,4.371707156765199e-14
medium_uniform_tight_003,medium,uniform,tight,5,5,0,6.25625747124788,6.25625747124788,6.25625747124788,0.03970329999865494,0.1985164999932747,0.0204545000015059,True,True,6.256257471247878,6.256257471247878,0.0,0.6668067999999039,0.453,optimal,True,0.0,0.0,0.0,2.8393282206877222e-14,-2.8393282206877212e-14
medium_uniform_tight_004,medium,uniform,tight,5,5,5,9.15730603399085,9.15730603399085,9.15730603399085,0.020249860003241298,0.1012493000162065,0.02024855999916322,True,True,9.15730603399085,9.15730603399085,0.0,0.3951196999987587,0.156,optimal,True,0.0,0.0,0.0,0.0,0.0
medium_uniform_tight_005,medium,uniform,tight,5,5,0,6.677530414521945,6.677530414521945,6.677530414521945,0.1438266999990446,0.719133499995223,0.01980302000301886,True,True,6.677530414521941,6.677530414521941,0.0,0.7221010999928694,0.532,optimal,True,0.0,0.0,0.0,5.3204005946184036e-14,-5.3204005946184005e-14
xlarge_clustered_loose_001,xlarge,clustered,loose,5,5,5,26.74074981502625,26.74074981502625,26.74074981502625,2.2219030200009002,11.1095151000045,2.2219016400020335,True,True,26.74074981502631,26.74074981502631,0.0,2.532896700009587,2.172,optimal,True,0.0,0.0,0.0,-2.2585803673190342e-13,2.2585803673190392e-13
xlarge_clustered_loose_002,xlarge,clustered,loose,5,5,5,28.54663070239318,28.54663070239318,28.54663070239318,2.1861114399973305,10.930557199986652,2.1861100200010695,True,True,28.5466307023932,28.5466307023932,0.0,2.452584200000274,2.094,optimal,True,0.0,0.0,0.0,-7.467179680513385e-14,7.467179680513391e-14
xlarge_clustered_loose_003,xlarge,clustered,loose,5,5,5,46.97585769678855,46.97585769678855,46.97585769678855,2.2131394800002453,11.065697400001227,2.2131378999998566,True,True,46.97585769678859,46.97585769678859,0.0,2.35986199999752,2.0,optimal,True,0.0,0.0,0.0,-7.562850053173963e-14,7.562850053173969e-14
xlarge_clustered_loose_004,xlarge,clustered,loose,5,5,5,38.88352126207982,38.88352126207982,38.88352126207982,2.200035839996417,11.000179199982085,2.2000345799984644,True,True,38.8835212620798,38.8835212620798,0.0,3.8315652000019327,3.406,optimal,True,0.0,0.0,0.0,3.654724226085149e-14,-3.654724226085147e-14
xlarge_clustered_loose_005,xlarge,clustered,loose,5,5,5,25.94068221553512,25.940682215535116,25.94068221553512,2.3481084799946985,11.740542399973492,2.3481069799978287,True,True,25.94068221553511,25.94068221553511,0.0,2.4933256000076653,2.0940000000000003,optimal,True,0.0,0.0,0.0,4.10865872680043e-14,-4.108658726800428e-14
xlarge_clustered_medium_001,xlarge,clustered,medium,5,5,5,25.46602995813642,25.46602995813642,25.46602995813642,2.2031298799993237,11.015649399996619,2.2031285200035198,True,True,25.4660299581364,25.4660299581364,0.0,2.5383033999969484,2.125,optimal,True,0.0,0.0,0.0,8.370477105322203e-14,-8.370477105322195e-14
xlarge_clustered_medium_002,xlarge,clustered,medium,5,5,5,31.425075655143885,31.425075655143882,31.425075655143885,2.128900880002766,10.64450440001383,2.1288993599970127,True,True,31.4250756551439,31.4250756551439,0.0,2.84751690000121,2.359,optimal,True,0.0,0.0,0.0,-4.522138584852018e-14,4.52213858485202e-14
xlarge_clustered_medium_003,xlarge,clustered,medium,5,5,5,40.98113352629664,40.98113352629664,40.98113352629664,2.4058386799995786,12.029193399997894,2.405837079999037,True,True,40.9811335262966,40.9811335262966,0.0,2.6838378999964334,2.297,optimal,True,0.0,0.0,0.0,8.669144489429045e-14,-8.669144489429037e-14
xlarge_clustered_medium_004,xlarge,clustered,medium,5,5,5,26.318354725734217,26.318354725734217,26.318354725734217,2.3940060399967478,11.97003019998374,2.3940047399984907,True,True,26.3183547257342,26.3183547257342,0.0,2.740632300003199,2.359,optimal,True,0.0,0.0,0.0,6.749498051499858e-14,-6.749498051499852e-14
xlarge_clustered_medium_005,xlarge,clustered,medium,5,5,5,41.650290303443306,41.650290303443306,41.650290303443306,2.4129624600027455,12.064812300013728,2.412960580002982,True,True,41.65029030344331,41.65029030344331,0.0,3.150689799993416,2.781,optimal,True,0.0,0.0,0.0,-1.705973069055315e-14,1.7059730690553154e-14
xlarge_clustered_tight_001,xlarge,clustered,tight,5,5,0,26.05148347918322,26.05148347918322,26.05148347918322,7.769749640004011,38.848748200020054,4.557946680003079,True,True,26.0514834791832,26.0514834791832,0.0,43.868147600005614,42.734,optimal,True,0.0,0.0,0.0,6.818639870622619e-14,-6.818639870622615e-14
xlarge_clustered_tight_002,xlarge,clustered,tight,5,5,0,20.49662436207729,20.49662436207729,20.49662436207729,5.919300400000066,29.596502000000328,2.1241531200008468,True,True,20.4966243620773,20.4966243620773,0.0,20.59388709999621,20.187,optimal,True,0.0,0.0,0.0,-3.466632959692334e-14,3.466632959692335e-14
xlarge_clustered_tight_003,xlarge,clustered,tight,5,5,5,28.88031467270276,28.88031467270276,28.88031467270276,2.240888120001182,11.20444060000591,2.2408867200021634,True,True,28.8803146727028,28.8803146727028,0.0,13.424064299993915,13.000000000000002,optimal,True,0.0,0.0,0.0,-1.3531656739094726e-13,1.3531656739094744e-13
xlarge_clustered_tight_004,xlarge,clustered,tight,5,5,5,19.965414860976768,19.965414860976768,19.965414860976768,2.1542895599966867,10.771447799983434,2.154288159997668,True,True,19.9654148609768,19.9654148609768,0.0,20.951346999994712,20.531,optimal,True,0.0,0.0,0.0,-1.6014905441158547e-13,1.6014905441158573e-13
xlarge_clustered_tight_005,xlarge,clustered,tight,5,5,0,21.95707705099801,21.95707705099801,21.95707705099801,20.00034725999576,100.0017362999788,14.274014139996144,True,True,22.1956867940494,22.1956867940494,0.0,22.2791220999934,21.906,optimal,True,1.075027527940077,1.075027527940077,1.075027527940077,-1.075027527940077,1.0867099591498037
xlarge_uniform_loose_001,xlarge,uniform,loose,5,5,5,3.657550172111101,3.657550172111101,3.657550172111101,2.007874160000938,10.03937080000469,2.007872939997469,True,True,3.657550172111099,3.657550172111099,0.0,3.353155299992068,2.969,optimal,True,0.0,0.0,0.0,6.070856023196246e-14,-6.070856023196242e-14
xlarge_uniform_loose_002,xlarge,uniform,loose,5,5,5,3.75105376149216,3.75105376149216,3.75105376149216,2.287683039996773,11.438415199983865,2.2876813999959267,True,True,3.751053761492161,3.751053761492161,0.0,2.866332500008866,2.4850000000000003,optimal,True,0.0,0.0,0.0,-2.367810423881554e-14,2.3678104238815548e-14
xlarge_uniform_loose_003,xlarge,uniform,loose,5,5,5,3.435667989953373,3.435667989953373,3.435667989953373,2.3738778800063303,11.86938940003165,2.3738765600021,True,True,3.43566798995337,3.43566798995337,0.0,2.4115414999978384,2.047,optimal,True,0.0,0.0,0.0,9.048093349068428e-14,-9.04809334906842e-14
xlarge_uniform_loose_004,xlarge,uniform,loose,5,5,5,3.535131766955361,3.535131766955361,3.535131766955361,2.320542720000958,11.60271360000479,2.3205414200027006,True,True,3.53513176695536,3.53513176695536,0.0,2.7975895999989007,2.406,optimal,True,0.0,0.0,0.0,2.5124337033271912e-14,-2.5124337033271906e-14
xlarge_uniform_loose_005,xlarge,uniform,loose,5,5,5,3.608914254741313,3.6089142547413133,3.608914254741313,2.1385429799964184,10.692714899982093,2.138541599997552,True,True,3.608914254741309,3.608914254741309,0.0,2.8442799000040395,2.469,optimal,True,0.0,0.0,0.0,1.1074807009891286e-13,-1.1074807009891275e-13
xlarge_uniform_medium_001,xlarge,uniform,medium,5,5,5,3.4414283997812367,3.4414283997812367,3.4414283997812367,2.103809959994396,10.519049799971981,2.1038083999970696,True,True,3.441428399781239,3.441428399781239,0.0,2.652519499999471,2.281,optimal,True,0.0,0.0,0.0,-6.452105902861324e-14,6.452105902861328e-14
xlarge_uniform_medium_002,xlarge,uniform,medium,5,5,5,3.6790579950236406,3.6790579950236406,3.6790579950236406,2.1189768800046296,10.594884400023147,2.118975540000247,True,True,3.679057995023641,3.679057995023641,0.0,3.4888733999978285,3.093,optimal,True,0.0,0.0,0.0,-1.2070731433175164e-14,1.2070731433175165e-14
xlarge_uniform_medium_003,xlarge,uniform,medium,5,5,5,3.609320254677365,3.609320254677365,3.609320254677365,2.003107160003856,10.01553580001928,2.0031057400046848,True,True,3.609320254677371,3.609320254677371,0.0,2.925853599997936,2.562,optimal,True,0.0,0.0,0.0,-1.7225539711650282e-13,1.7225539711650312e-13
xlarge_uniform_medium_004,xlarge,uniform,medium,5,5,5,3.601950133910421,3.601950133910421,3.601950133910421,2.0271323199995095,10.135661599997547,2.027131099998951,True,True,3.60195013391042,3.60195013391042,0.0,2.695833699996001,2.297,optimal,True,0.0,0.0,0.0,2.465826529185965e-14,-2.4658265291859642e-14
xlarge_uniform_medium_005,xlarge,uniform,medium,5,5,5,3.6784144269668175,3.6784144269668175,3.6784144269668175,2.00491580000089,10.024579000004449,2.004914559997269,True,True,3.67841442696682,3.67841442696682,0.0,2.5000035999983083,2.093,optimal,True,0.0,0.0,0.0,-7.243705982573371e-14,7.243705982573378e-14
xlarge_uniform_tight_001,xlarge,uniform,tight,5,5,0,2.7201261969892827,2.6854578513289056,2.5467844686873966,19.76735773999826,98.8367886999913,7.821059820003574,True,True,2.72012619698928,2.72012619698928,0.0,19.04354320000857,18.0,optimal,True,0.0,1.2745123994153824,6.37256199707732,9.795631033771764e-14,-9.795631033771754e-14
